division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
175,Jonny,Gustafsson,sharkbait,SWE,Pistol Caliber Carbine,7.36,26.56,22.81,-41.88,4,12.0
176,Johan,Wahlberg,,SWE,Pistol Caliber Carbine,7.32,24.84,20.82,-37.61,5,11.94
177,Johan,W,,SWE,Pistol Caliber Carbine,7.31,27.36,23.83,-44.14,3,11.92
178,Martin,Bergman,mmaartin,SWE,Pistol Caliber Carbine,7.29,26.61,22.95,-42.25,3,11.89
179,Jonas,R Sthlm,,SWE,Pistol Caliber Carbine,7.24,25.34,21.51,-39.19,6,11.81
180,Patrik,Danielsson,,SWE,Pistol Caliber Carbine,7.14,25.75,22.11,-40.57,4,11.65
181,Filip,Jakobsson,,SWE,Pistol Caliber Carbine,7.12,28.84,25.81,-48.59,2,11.61
182,Christian,Ohlsson,kotte,SWE,Pistol Caliber Carbine,7.11,28.03,24.85,-46.53,2,11.6
183,Matts,Lindberg,,SWE,Pistol Caliber Carbine,7.01,25.41,21.86,-40.19,4,11.43
184,Mikael,Malm,,SWE,Pistol Caliber Carbine,6.95,26.32,23.01,-42.7,3,11.34
185,Marie,Waara,mwaara,SWE,Pistol Caliber Carbine,6.9,23.53,19.76,-35.76,8,11.25
186,Daniel,Holmgren,danneh,SWE,Pistol Caliber Carbine,6.84,28.1,25.27,-47.71,2,11.15
187,Robert,Nordström,robertray,SWE,Pistol Caliber Carbine,6.81,25.77,22.53,-41.83,4,11.1
188,Martin,Lindqvist,,SWE,Pistol Caliber Carbine,6.8,29.89,27.43,-52.41,1,11.1
189,Thomas,Nilsson,dubbelnisse,SWE,Pistol Caliber Carbine,6.76,26.04,22.91,-42.69,4,11.03
190,Marcus,Dahl,mackan,SWE,Pistol Caliber Carbine,6.75,27.47,24.62,-46.39,3,11.01
191,ulf,moen,moen,SWE,Pistol Caliber Carbine,6.7,25.07,21.82,-40.39,5,10.94
192,Jokke,Eriksson,jokke,SWE,Pistol Caliber Carbine,6.58,27.88,25.3,-48.02,2,10.74
193,Petri,Järvinen,,SWE,Pistol Caliber Carbine,6.58,23.93,20.62,-37.92,6,10.73
194,Martin,Johansson,,SWE,Pistol Caliber Carbine,6.5,26.93,24.27,-45.88,2,10.61
195,Mikael,Nilsson,,SWE,Pistol Caliber Carbine,6.47,25.58,22.71,-42.55,4,10.55
196,Tomas,Rolin,apeiro,SWE,Pistol Caliber Carbine,6.46,24.93,21.95,-40.91,4,10.54
197,Victor,Mårtensson,timewaster,SWE,Pistol Caliber Carbine,6.3,29.2,27.2,-52.41,1,10.28
198,Kai,Rämö,kai,SWE,Pistol Caliber Carbine,6.26,24.08,21.17,-39.45,6,10.2
199,Long-John,Lundblom,hretard,SWE,Pistol Caliber Carbine,6.25,26.77,24.38,-46.38,2,10.19
200,Carl-Johan,Swahn,,SWE,Pistol Caliber Carbine,6.16,25.61,23.12,-43.74,3,10.04
201,Alexander,Klanfar,lexen,SWE,Pistol Caliber Carbine,6.13,25.84,23.42,-44.41,4,10.0
202,Peter,Retep,retep,SWE,Pistol Caliber Carbine,6.1,28.7,26.86,-51.86,1,9.95
203,Per,Wiklander,lykantrop,SWE,Pistol Caliber Carbine,6.09,31.29,29.94,-58.54,1,9.93
204,Robert,Eriksson,rabbagaster,SWE,Pistol Caliber Carbine,5.99,25.92,23.69,-45.14,3,9.77
205,Markus,Lentinen,,SWE,Pistol Caliber Carbine,5.98,27.59,25.67,-49.43,2,9.76
206,Christofer,B,jcb,SWE,Pistol Caliber Carbine,5.96,24.49,22.01,-41.55,5,9.73
207,Mathias,Leppik,male,SWE,Pistol Caliber Carbine,5.88,27.43,25.61,-49.41,2,9.59
208,Sebastian,Desand,,SWE,Pistol Caliber Carbine,5.83,26.14,24.13,-46.24,3,9.51
209,Patrik,Fasth,pfasth,SWE,Pistol Caliber Carbine,5.75,26.95,25.19,-48.62,2,9.38
210,Per,Bergfeldt,magnumperre,SWE,Pistol Caliber Carbine,5.74,28.04,26.49,-51.43,1,9.37
211,William,Sörensson,wille,SWE,Pistol Caliber Carbine,5.72,26.53,24.72,-47.64,2,9.34
212,Johan,Haques,johaq,SWE,Pistol Caliber Carbine,5.71,24.36,22.16,-42.13,5,9.31
213,Mikael,Eriksson,,SWE,Pistol Caliber Carbine,5.7,24.96,22.88,-43.67,4,9.3
214,Daniel,Nilsson,,SWE,Pistol Caliber Carbine,5.69,26.57,24.81,-47.86,3,9.28
215,Patrik,Wincent,wincent,SWE,Pistol Caliber Carbine,5.61,25.66,23.83,-45.83,3,9.15
216,Juha,Heikkinen,39ng,SWE,Pistol Caliber Carbine,5.58,25.29,23.42,-44.98,4,9.1
217,Joel,Sundstedt,josu,SWE,Pistol Caliber Carbine,5.55,26.09,24.4,-47.11,3,9.06
218,Daniel,Olsson,danols,SWE,Pistol Caliber Carbine,5.44,27.44,26.15,-51.0,2,8.87
219,Marcus,Eriksson,marer,SWE,Pistol Caliber Carbine,5.38,28.91,27.97,-54.98,1,8.77
220,Anders,Jansson,rattatosk,SWE,Pistol Caliber Carbine,5.37,26.79,25.45,-49.56,2,8.76
221,Magnus,Pettersson,magnusp,SWE,Pistol Caliber Carbine,5.36,25.8,24.29,-47.05,3,8.75
222,Anton,Lönnebo,antlon,SWE,Pistol Caliber Carbine,5.36,25.68,24.15,-46.76,3,8.75
223,Anders,Dahlberg,hungry,SWE,Pistol Caliber Carbine,5.35,26.89,25.6,-49.9,2,8.72
224,Lorenz,Neumann,lollo,SWE,Pistol Caliber Carbine,5.34,26.62,25.29,-49.24,2,8.7
225,Andreas,Johansson,,SWE,Pistol Caliber Carbine,5.32,27.46,26.31,-51.46,2,8.69
226,Thorbjörn,Sjövold,thorbear,SWE,Pistol Caliber Carbine,5.31,25.97,24.55,-47.67,2,8.66
227,Andre,du Toit,andredutoit,SWE,Pistol Caliber Carbine,5.31,28.25,27.26,-53.53,1,8.66
228,Jonas,Johansson,goliat,SWE,Pistol Caliber Carbine,5.27,25.79,24.38,-47.34,2,8.6
229,Klas,Lundberg,kfl69,SWE,Pistol Caliber Carbine,5.26,28.16,27.22,-53.49,1,8.58
230,Karl,Heinz,,SWE,Pistol Caliber Carbine,5.25,25.1,23.58,-45.64,4,8.57
231,Gunnar,Kerttu,,SWE,Pistol Caliber Carbine,5.23,28.57,27.73,-54.63,1,8.53
232,Mathias,Henricsson,glock35,SWE,Pistol Caliber Carbine,5.21,26.33,25.09,-48.95,2,8.5
233,Jörgen,Ömalm,sj1640,SWE,Pistol Caliber Carbine,5.2,28.49,27.67,-54.52,1,8.48
234,Tom,Westerholm,,SWE,Pistol Caliber Carbine,5.18,26.39,25.2,-49.21,2,8.45
235,Edward,Åkerman,,SWE,Pistol Caliber Carbine,5.15,24.98,23.57,-45.72,4,8.39
236,Oskar,Moen,tumungi,SWE,Pistol Caliber Carbine,5.13,26.89,25.86,-50.68,2,8.36
237,Patrik,Strömberg,paddy,SWE,Pistol Caliber Carbine,5.1,24.29,22.8,-44.1,4,8.32
238,Robert,Andersson,bobbsan,SWE,Pistol Caliber Carbine,5.1,24.66,23.25,-45.09,3,8.31
239,Andersson,Rickard,,SWE,Pistol Caliber Carbine,5.09,25.86,24.68,-48.17,2,8.31
240,Börre,Böresen,,SWE,Pistol Caliber Carbine,5.07,24.35,22.91,-44.38,3,8.27
241,Emanuel,Pettersson,,SWE,Pistol Caliber Carbine,5.05,26.07,24.97,-48.85,2,8.24
242,Fredrik,Petersson,,SWE,Pistol Caliber Carbine,4.97,26.59,25.7,-50.5,2,8.1
243,Eddie,Karlsson,silverjoker,SWE,Pistol Caliber Carbine,4.86,27.73,27.17,-53.78,1,7.93
244,Christian,Nordenström,,SWE,Pistol Caliber Carbine,4.86,25.66,24.71,-48.48,2,7.93
245,Georgi,Stojanovski,,SWE,Pistol Caliber Carbine,4.82,25.43,24.49,-48.03,2,7.87
246,Rocco,Biasi,,SWE,Pistol Caliber Carbine,4.8,26.72,26.04,-51.41,2,7.83
247,Ola,Forsberg,forsbergo,SWE,Pistol Caliber Carbine,4.8,25.98,25.16,-49.51,3,7.83
248,Filip,Goethals,,SWE,Pistol Caliber Carbine,4.75,25.92,25.15,-49.54,2,7.75
249,Jonas,Eriksson,leadmonger,SWE,Pistol Caliber Carbine,4.74,26.3,25.62,-50.56,2,7.72
250,John,Gustafsson,johndoeswe,SWE,Pistol Caliber Carbine,4.72,25.42,24.6,-48.37,2,7.71
251,Fredrik,Sik,,SWE,Pistol Caliber Carbine,4.69,25.19,24.35,-47.87,3,7.65
252,Sebastian,Karlsson,seb85,SWE,Pistol Caliber Carbine,4.65,26.38,25.81,-51.06,2,7.59
253,Mattias,Johannesdal,mmj,SWE,Pistol Caliber Carbine,4.65,27.61,27.28,-54.23,1,7.59
254,Patrik,Ekdahl,,SWE,Pistol Caliber Carbine,4.64,24.6,23.71,-46.54,3,7.57
255,Simon,Johansson,lillefot,SWE,Pistol Caliber Carbine,4.62,27.05,26.65,-52.91,1,7.53
256,Staffan,,,SWE,Pistol Caliber Carbine,4.61,24.38,23.48,-46.07,3,7.52
257,Alexander,Andersson,budda,SWE,Pistol Caliber Carbine,4.59,26.17,25.64,-50.75,2,7.49
258,Marianne,Schön,marsch,SWE,Pistol Caliber Carbine,4.57,25.15,24.45,-48.21,2,7.45
259,Kim,Gustafsson,mopargun,SWE,Pistol Caliber Carbine,4.52,26.24,25.8,-51.18,2,7.37
260,Joakim,Rudqvist,ruuda,SWE,Pistol Caliber Carbine,4.51,25.73,25.22,-49.93,2,7.35
261,Mats,Parhammar,mapa,SWE,Pistol Caliber Carbine,4.5,27.25,27.03,-53.84,1,7.35
262,Nina,Meranius,filini,SWE,Pistol Caliber Carbine,4.5,25.35,24.77,-48.97,3,7.34
263,Robert,Jonsson,,SWE,Pistol Caliber Carbine,4.48,24.91,24.28,-47.92,3,7.31
264,Niklas,Nordgren,agaton,SWE,Pistol Caliber Carbine,4.47,27.54,27.41,-54.69,1,7.3
265,Stefan,Fjellström,,SWE,Pistol Caliber Carbine,4.46,25.6,25.11,-49.74,2,7.28
266,Mattias,Rundqvist,,SWE,Pistol Caliber Carbine,4.43,26.26,25.94,-51.55,2,7.23
267,Stefan,Nordh,spiderpriest,SWE,Pistol Caliber Carbine,4.38,24.82,24.29,-48.05,5,7.14
268,Matz,Andersson,,SWE,Pistol Caliber Carbine,4.36,25.15,24.7,-48.95,2,7.12
269,Stefan,Magnander,,SWE,Pistol Caliber Carbine,4.33,25.82,25.53,-50.78,2,7.07
270,Robin,Rikardsson,,SWE,Pistol Caliber Carbine,4.32,27.27,27.28,-54.55,1,7.05
271,Christian,Täfvander-Wisén,kicken,SWE,Pistol Caliber Carbine,4.29,25.6,25.32,-50.37,2,6.99
272,Elias,Bouvin,,SWE,Pistol Caliber Carbine,4.22,26.37,26.32,-52.59,2,6.88
273,Fredrik,Brodin,grottulf,SWE,Pistol Caliber Carbine,4.21,25.48,25.27,-50.34,3,6.87
274,Oscar,L,kotknackarn,SWE,Pistol Caliber Carbine,4.21,26.06,25.97,-51.84,2,6.87
275,Daniel,Bergh,danberne,SWE,Pistol Caliber Carbine,4.16,26.15,26.12,-52.22,2,6.79
276,Jari,Viitala,morpheus,SWE,Pistol Caliber Carbine,4.05,24.62,24.43,-48.68,3,6.61
277,Gabriel,Hübinette,cerastes,SWE,Pistol Caliber Carbine,4.02,25.85,25.93,-51.94,2,6.56
278,Jesper,Malmberg,jesper,SWE,Pistol Caliber Carbine,3.99,26.91,27.24,-54.81,1,6.5
279,Philip,Hakeberg,,SWE,Pistol Caliber Carbine,3.98,24.76,24.69,-49.31,2,6.49
280,Tommy,Krey,,SWE,Pistol Caliber Carbine,3.96,25.64,25.77,-51.66,2,6.45
281,Anders,Svanberg,,SWE,Pistol Caliber Carbine,3.92,25.41,25.53,-51.19,2,6.39
282,Thomas,Edvardsson,fader,SWE,Pistol Caliber Carbine,3.91,26.28,26.59,-53.49,2,6.37
283,Peter,Hladisch,luckyluke,SWE,Pistol Caliber Carbine,3.89,26.31,26.64,-53.6,2,6.35
284,Henrik,Olsson Lilja,,SWE,Pistol Caliber Carbine,3.87,25.7,25.94,-52.13,2,6.31
285,Roberth,Friberg,fribbe,SWE,Pistol Caliber Carbine,3.84,26.96,27.47,-55.44,1,6.27
286,Alexander,Corax,grimner,SWE,Pistol Caliber Carbine,3.83,26.1,26.46,-53.27,2,6.25
287,Per,Kjelltoft,,SWE,Pistol Caliber Carbine,3.83,25.43,25.67,-51.57,2,6.25
288,Clas,Öhman,clisse,SWE,Pistol Caliber Carbine,3.82,26.54,26.99,-54.42,2,6.24
289,Johan,Lindqvist,,SWE,Pistol Caliber Carbine,3.82,25.31,25.53,-51.27,2,6.23
290,Per,Dalén,pdn,SWE,Pistol Caliber Carbine,3.82,24.65,24.75,-49.61,3,6.23
291,Martin,Assarsson,,SWE,Pistol Caliber Carbine,3.82,26.65,27.12,-54.71,1,6.23
292,Joakim,Rudensten,jr528swed,SWE,Pistol Caliber Carbine,3.82,26.43,26.86,-54.16,1,6.23
293,Stefan,Willehadson,willehad,SWE,Pistol Caliber Carbine,3.79,24.3,24.37,-48.81,4,6.18
294,Tony,Brandé,,SWE,Pistol Caliber Carbine,3.79,27.01,27.59,-55.76,1,6.18
295,Dennis,Delin,,SWE,Pistol Caliber Carbine,3.74,24.98,25.24,-50.73,2,6.11
296,Günther,Lindmark,coffeeman,SWE,Pistol Caliber Carbine,3.72,26.89,27.53,-55.7,1,6.07
297,Fredrik,Jonsson,frippejonsson,SWE,Pistol Caliber Carbine,3.72,24.84,25.09,-50.44,3,6.07
298,Richard,Svelander,svelander,SWE,Pistol Caliber Carbine,3.71,26.31,26.85,-54.24,1,6.06
299,Dan,Söderström,scorpion,SWE,Pistol Caliber Carbine,3.7,25.29,25.65,-51.67,2,6.04
300,Daniel,Höglund,,SWE,Pistol Caliber Carbine,3.69,26.3,26.86,-54.29,1,6.02
301,Alexander,Eriksson,,SWE,Pistol Caliber Carbine,3.68,24.37,24.57,-49.36,3,6.01
302,Andreas,Austvik,,SWE,Pistol Caliber Carbine,3.68,25.31,25.7,-51.78,2,6.01
303,William,Parhammar,thelaw,SWE,Pistol Caliber Carbine,3.66,26.79,27.49,-55.67,1,5.97
304,Stefan,Kristersson,stefan,SWE,Pistol Caliber Carbine,3.65,24.99,25.35,-51.07,2,5.96
305,Martin,Blanc,,SWE,Pistol Caliber Carbine,3.63,24.9,25.28,-50.93,3,5.92
306,Per,Jonasson,perra,SWE,Pistol Caliber Carbine,3.57,24.91,25.36,-51.16,2,5.82
307,Niklas,Dirland,,SWE,Pistol Caliber Carbine,3.55,25.82,26.45,-53.55,2,5.8
308,Daniel,Lindström,,SWE,Pistol Caliber Carbine,3.53,26.18,26.91,-54.57,1,5.75
309,Martin,Karlsson,theprincess,SWE,Pistol Caliber Carbine,3.45,24.93,25.52,-51.63,2,5.64
310,Thomas,Berglöf,berglof,SWE,Pistol Caliber Carbine,3.43,25.23,25.91,-52.5,2,5.59
311,Jimmy,With,with,SWE,Pistol Caliber Carbine,3.43,25.9,26.7,-54.2,1,5.59
312,Jesper,Hansson,iller,SWE,Pistol Caliber Carbine,3.42,24.17,24.65,-49.77,2,5.59
313,Chris,Nordlund,,SWE,Pistol Caliber Carbine,3.42,25.59,26.34,-53.43,2,5.58
314,Werner,Gramkou-Witt,wgw53,SWE,Pistol Caliber Carbine,3.41,25.22,25.91,-52.52,2,5.56
315,Johan,Wahlqvist,njkw,SWE,Pistol Caliber Carbine,3.4,24.87,25.5,-51.64,3,5.55
316,Mikael,Wallander,,SWE,Pistol Caliber Carbine,3.4,24.59,25.18,-50.95,3,5.54
317,Mathias,Ljungberg,,SWE,Pistol Caliber Carbine,3.39,26.32,27.25,-55.43,1,5.53
318,Dorothea,Denwood,dorothea,SWE,Pistol Caliber Carbine,3.36,26.04,26.95,-54.8,1,5.49
319,Albert,Kaartokallio,,SWE,Pistol Caliber Carbine,3.36,25.44,26.23,-53.25,2,5.48
320,Mattias,N,nopainnogain,SWE,Pistol Caliber Carbine,3.35,24.79,25.47,-51.62,3,5.47
321,Hans,Kjellin,,SWE,Pistol Caliber Carbine,3.3,25.75,26.68,-54.27,2,5.39
322,Magnus,Gustafsson,scar,SWE,Pistol Caliber Carbine,3.29,28.49,29.94,-61.34,1,5.37
323,Tina,Oskarsson,xena,SWE,Pistol Caliber Carbine,3.25,24.94,25.78,-52.39,3,5.3
324,Johnnie,Tibom,jt74,SWE,Pistol Caliber Carbine,3.19,26.75,28.0,-57.24,1,5.2
325,Linus,Waara,dirren,SWE,Pistol Caliber Carbine,3.18,26.37,27.56,-56.31,1,5.18
326,Yodkhwan,Idh,younggun,SWE,Pistol Caliber Carbine,3.12,25.69,26.82,-54.77,1,5.08
327,Fredrik,Söderblom,froo,SWE,Pistol Caliber Carbine,3.08,25.07,26.13,-53.33,2,5.02
328,Daniel,Liljebladh,,SWE,Pistol Caliber Carbine,3.07,25.62,26.79,-54.74,1,5.01
329,Mikael,Uddner,dunder,SWE,Pistol Caliber Carbine,3.05,25.16,26.27,-53.66,3,4.97
330,Peter,Zens,,SWE,Pistol Caliber Carbine,3.05,24.63,25.65,-52.3,2,4.97
331,Daniel,Castillo,danieldvc,SWE,Pistol Caliber Carbine,2.99,25.38,26.6,-54.41,2,4.88
332,Bengt,Petersson,bengan,SWE,Pistol Caliber Carbine,2.99,25.85,27.16,-55.63,1,4.88
333,Berner,Setterwall,bsbs,SWE,Pistol Caliber Carbine,2.96,25.15,26.36,-53.93,2,4.84
334,Hans,Gustafsson,super,SWE,Pistol Caliber Carbine,2.96,25.88,27.23,-55.81,1,4.83
335,Thomas,Björklund,doublea,SWE,Pistol Caliber Carbine,2.96,25.94,27.31,-55.98,1,4.83
336,Jens,M,sweboss73,SWE,Pistol Caliber Carbine,2.95,24.88,26.05,-53.27,2,4.81
337,Anders,Granhagen,angr,SWE,Pistol Caliber Carbine,2.94,25.96,27.35,-56.09,1,4.8
338,Pia,Skålberg,,SWE,Pistol Caliber Carbine,2.91,25.12,26.38,-54.04,2,4.75
339,Hubert,Jansson,,SWE,Pistol Caliber Carbine,2.9,24.36,25.5,-52.13,2,4.73
340,Jonas,Emilsson,,SWE,Pistol Caliber Carbine,2.86,24.54,25.75,-52.72,2,4.67
341,Johan,Bär,,SWE,Pistol Caliber Carbine,2.86,26.09,27.59,-56.69,1,4.67
342,Mattias,Bäckström,beachmatte,SWE,Pistol Caliber Carbine,2.86,24.24,25.4,-51.97,2,4.66
343,Peter,Jonsson,pjonsson,SWE,Pistol Caliber Carbine,2.85,24.91,26.21,-53.72,2,4.65
344,Robert,Börjesson,rob79,SWE,Pistol Caliber Carbine,2.84,26.54,28.16,-57.94,1,4.63
345,Linus,Jakobsson,,SWE,Pistol Caliber Carbine,2.84,24.67,25.94,-53.15,2,4.62
346,Kim,Tjärnberg,kimtjarnberg,SWE,Pistol Caliber Carbine,2.83,26.07,27.61,-56.75,1,4.62
347,Marcus,Sedin,sedda,SWE,Pistol Caliber Carbine,2.83,24.95,26.28,-53.89,2,4.62
348,Marcus,John,,SWE,Pistol Caliber Carbine,2.82,24.97,26.32,-53.98,2,4.6
349,Daniel,Hansson,,SWE,Pistol Caliber Carbine,2.82,25.67,27.16,-55.79,1,4.6
350,Niklas,Grip,,SWE,Pistol Caliber Carbine,2.81,24.58,25.87,-53.02,2,4.58
351,Kevin,Kirk,kpk,SWE,Pistol Caliber Carbine,2.77,25.37,26.86,-55.2,1,4.51
352,Kent,Stangvik,nordicraven,SWE,Pistol Caliber Carbine,2.75,25.75,27.33,-56.24,1,4.49
353,Urban,Hedstrom,,SWE,Pistol Caliber Carbine,2.69,25.7,27.33,-56.29,1,4.4
354,Johan,Ilberg,spiff,SWE,Pistol Caliber Carbine,2.69,24.48,25.89,-53.2,2,4.39
355,Sami,Jäämuru,,SWE,Pistol Caliber Carbine,2.68,24.37,25.77,-52.95,2,4.37
356,Mikael,Johansson,humlegaard,SWE,Pistol Caliber Carbine,2.67,25.79,27.46,-56.6,1,4.36
357,Jim,Andersson,jga81,SWE,Pistol Caliber Carbine,2.66,26.74,28.61,-59.08,1,4.35
358,Anton,Forsman,forsman,SWE,Pistol Caliber Carbine,2.66,25.88,27.59,-56.9,1,4.33
359,Patrik,Larsson,boggpatrik,SWE,Pistol Caliber Carbine,2.66,24.39,25.82,-53.08,2,4.33
360,Stefan,Hög,stif2000,SWE,Pistol Caliber Carbine,2.64,25.56,27.23,-56.14,1,4.31
361,Christopher,Blomberg,blomberg,SWE,Pistol Caliber Carbine,2.63,24.72,26.25,-54.02,2,4.29
362,Bernt,Wernby,berntwernby,SWE,Pistol Caliber Carbine,2.6,25.78,27.54,-56.84,1,4.24
363,Christopher,Hellsberg,,SWE,Pistol Caliber Carbine,2.58,25.44,27.16,-56.04,1,4.21
364,Jesper,Staaf,staaf,SWE,Pistol Caliber Carbine,2.57,25.49,27.23,-56.21,1,4.19
365,Anders,Segerbrant,and1sh,SWE,Pistol Caliber Carbine,2.57,25.87,27.69,-57.21,1,4.19
366,Morten,Jörgensen,netromj,SWE,Pistol Caliber Carbine,2.56,25.11,26.79,-55.27,1,4.18
367,Adam,Eriksson,,SWE,Pistol Caliber Carbine,2.55,25.31,27.04,-55.81,2,4.16
368,PJ,Axelsson,,SWE,Pistol Caliber Carbine,2.53,25.46,27.24,-56.27,1,4.13
369,Reine,Oxfält,oxen,SWE,Pistol Caliber Carbine,2.52,25.32,27.09,-55.95,2,4.11
370,Magnus,Blix,ford34,SWE,Pistol Caliber Carbine,2.52,22.98,24.31,-49.95,4,4.11
371,Andy,Odd,mrandy,SWE,Pistol Caliber Carbine,2.52,24.27,25.84,-53.26,2,4.11
372,Ronny,Lidman,,SWE,Pistol Caliber Carbine,2.52,24.81,26.48,-54.64,2,4.11
373,Carl,Backström,,SWE,Pistol Caliber Carbine,2.51,25.44,27.25,-56.31,1,4.09
374,John,Lindbom,,SWE,Pistol Caliber Carbine,2.48,24.65,26.34,-54.37,2,4.05
375,Robert,Pajnic,winnie,SWE,Pistol Caliber Carbine,2.46,25.56,27.45,-56.79,1,4.01
376,Victor,Hahn,arza,SWE,Pistol Caliber Carbine,2.45,25.89,27.85,-57.67,1,3.99
377,Gustaf,Olsson,gurra,SWE,Pistol Caliber Carbine,2.44,24.37,26.05,-53.79,2,3.98
378,Lars-Ola,Nilsson,kvasifilosofen,SWE,Pistol Caliber Carbine,2.43,24.23,25.9,-53.47,3,3.97
379,Stefan,Svahn,swessv,SWE,Pistol Caliber Carbine,2.4,25.46,27.4,-56.73,1,3.92
380,rasmus,jarlson,,SWE,Pistol Caliber Carbine,2.39,25.35,27.28,-56.48,1,3.9
381,Sebastian,Vestlund,sebastian,SWE,Pistol Caliber Carbine,2.38,25.66,27.65,-57.3,1,3.89
382,Bo,Edin,clickmaster,SWE,Pistol Caliber Carbine,2.38,24.98,26.86,-55.59,1,3.89
383,Markus,Eriksson,gekko,SWE,Pistol Caliber Carbine,2.37,25.74,27.77,-57.57,1,3.86
384,Marwan,Hana Ashmoni,,SWE,Pistol Caliber Carbine,2.36,24.86,26.73,-55.34,2,3.85
385,Tove,Kuhberg,tojjtojj,SWE,Pistol Caliber Carbine,2.34,25.16,27.11,-56.17,1,3.82
386,Dan,Mårtensson,dmartensson,SWE,Pistol Caliber Carbine,2.33,24.95,26.88,-55.68,1,3.8
387,Robin,Berglind,,SWE,Pistol Caliber Carbine,2.32,25.23,27.22,-56.44,2,3.79
388,Per-Ola,Johansson,perola,SWE,Pistol Caliber Carbine,2.32,24.76,26.66,-55.22,1,3.78
389,Marcus,Larsson,marqsmen,SWE,Pistol Caliber Carbine,2.31,25.42,27.47,-56.97,1,3.76
390,Robert,K,kastman,SWE,Pistol Caliber Carbine,2.3,25.75,27.85,-57.81,1,3.76
391,Lars-Johan,Dalhägg,,SWE,Pistol Caliber Carbine,2.3,25.85,27.98,-58.1,1,3.75
392,Rolf,Häsänen,,SWE,Pistol Caliber Carbine,2.3,25.73,27.84,-57.79,1,3.75
393,Micke,Olander,lander,SWE,Pistol Caliber Carbine,2.3,25.15,27.15,-56.31,2,3.75
394,Grzegorz,Tylus,,SWE,Pistol Caliber Carbine,2.29,24.81,26.75,-55.45,2,3.74
395,Niklas,Mäkipää,,SWE,Pistol Caliber Carbine,2.29,25.24,27.27,-56.56,1,3.74
396,Henrik,Vierula,brodhir,SWE,Pistol Caliber Carbine,2.29,24.84,26.8,-55.57,2,3.73
397,Kristoffer,Eiserman,,SWE,Pistol Caliber Carbine,2.26,25.13,27.17,-56.38,2,3.69
398,johan,lidström,steel,SWE,Pistol Caliber Carbine,2.23,25.75,27.94,-58.07,1,3.64
399,Eric,Carlsson,ericar,SWE,Pistol Caliber Carbine,2.23,25.14,27.22,-56.51,2,3.64
400,Fredrik,Pålsson,,SWE,Pistol Caliber Carbine,2.23,24.66,26.65,-55.3,2,3.64
401,peder,svedsten,bishop,SWE,Pistol Caliber Carbine,2.22,24.89,26.94,-55.92,1,3.62
402,Daniel,Fritjofsson,dtf,SWE,Pistol Caliber Carbine,2.22,26.01,28.27,-58.81,1,3.61
403,Max,Varricchio,manno,SWE,Pistol Caliber Carbine,2.21,23.43,25.21,-52.21,3,3.6
404,Charles,Vörman,,SWE,Pistol Caliber Carbine,2.19,25.65,27.88,-57.98,1,3.57
405,Fredrik,Willehadson,leshy,SWE,Pistol Caliber Carbine,2.18,25.2,27.36,-56.86,2,3.56
406,Tobias,Henriksson,monthe,SWE,Pistol Caliber Carbine,2.17,25.65,27.9,-58.05,1,3.54
407,Yosef,Alasaly,joe,SWE,Pistol Caliber Carbine,2.17,25.21,27.39,-56.94,1,3.53
408,Christoffer,Åström,,SWE,Pistol Caliber Carbine,2.14,25.17,27.37,-56.94,1,3.49
409,Robin,Henriksen,henke,SWE,Pistol Caliber Carbine,2.13,25.06,27.24,-56.65,2,3.48
410,Sebastian,Larsson,skaftkulan,SWE,Pistol Caliber Carbine,2.13,25.55,27.83,-57.94,1,3.48
411,Thomas,Idorn,ppq,SWE,Pistol Caliber Carbine,2.13,25.03,27.21,-56.6,2,3.47
412,Martin,Schaefer,mash,SWE,Pistol Caliber Carbine,2.12,25.02,27.21,-56.61,2,3.46
413,Simon,Lind,,SWE,Pistol Caliber Carbine,2.11,25.55,27.84,-57.98,1,3.45
414,Lars-Göran,Dehlin,larsa,SWE,Pistol Caliber Carbine,2.11,25.31,27.56,-57.37,1,3.45
415,Viktor,Samuelsson,viktor,SWE,Pistol Caliber Carbine,2.11,25.07,27.27,-56.75,2,3.45
416,Klas,Ekegren,oaken,SWE,Pistol Caliber Carbine,2.11,25.46,27.74,-57.78,1,3.44
417,Patrik,Gren,badboy,SWE,Pistol Caliber Carbine,2.11,25.68,28.01,-58.36,1,3.44
418,Kristian,Lindfors,lindfors,SWE,Pistol Caliber Carbine,2.11,25.02,27.23,-56.66,2,3.43
419,Mattias,V,mavog,SWE,Pistol Caliber Carbine,2.08,25.03,27.27,-56.77,2,3.4
420,Otto,Persson,oper,SWE,Pistol Caliber Carbine,2.07,25.0,27.24,-56.72,2,3.38
421,Emil,Nordin,nordinemil,SWE,Pistol Caliber Carbine,2.06,25.0,27.26,-56.77,2,3.36
422,Eric,Ericsson,sweaa,SWE,Pistol Caliber Carbine,2.05,25.08,27.36,-57.01,1,3.35
423,Thomas,Stenmark,,SWE,Pistol Caliber Carbine,2.04,24.95,27.22,-56.71,2,3.33
424,Christian,Forslind,celcius,SWE,Pistol Caliber Carbine,2.04,25.12,27.43,-57.16,1,3.33
425,Staffan,Ottosson,strapon,SWE,Pistol Caliber Carbine,2.04,25.77,28.2,-58.83,1,3.32
