division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
925,Robin,Svensson,,SWE,Standard,2.87,24.85,26.12,-53.51,3,6.28
926,Per,Bandenius,,SWE,Standard,2.87,23.32,24.3,-49.57,4,6.28
927,Magnus,Johnsson,johnsson,SWE,Standard,2.86,21.73,22.42,-45.52,7,6.27
928,Jonas,Wallgren,dexter,SWE,Standard,2.86,24.42,25.61,-52.41,3,6.27
929,Madeleine,Töllenius,,SWE,Standard,2.84,25.14,26.5,-54.35,3,6.22
930,Michael,Lagnebäck,delete,SWE,Standard,2.84,25.04,26.38,-54.11,2,6.21
931,Peter,Sandberg,wekurtz,SWE,Standard,2.83,24.81,26.12,-53.53,4,6.2
932,Kristian,Bergendahl,,SWE,Standard,2.83,24.17,25.35,-51.89,4,6.19
933,Amir,Nasrabadi,am90,SWE,Standard,2.82,24.64,25.93,-53.13,2,6.18
934,Mats,Alyhr,,SWE,Standard,2.81,24.79,26.11,-53.54,3,6.16
935,Tony,Forslund,foppa,SWE,Standard,2.8,24.74,26.07,-53.46,3,6.14
936,Thomas,Åkesson,,SWE,Standard,2.8,22.44,23.34,-47.56,7,6.14
937,Sebastian,Orädd,,SWE,Standard,2.8,24.82,26.16,-53.66,2,6.13
938,Konny,Johansson,,SWE,Standard,2.8,24.15,25.37,-51.97,4,6.12
939,Fredrik,Kuylenstierna,,SWE,Standard,2.79,25.23,26.66,-54.75,2,6.11
940,Dan,Sjostrom,,SWE,Standard,2.79,23.45,24.55,-50.19,5,6.11
941,Martin,Alfredsson,,SWE,Standard,2.77,25.67,27.21,-55.95,1,6.07
942,Håkan,Hedlöf,murarn,SWE,Standard,2.76,20.86,21.5,-43.64,8,6.05
943,Sebastian,Vrethammar,d2ty,SWE,Standard,2.76,24.1,25.35,-51.95,3,6.05
944,Lars,Forsman,czbeardly,SWE,Standard,2.76,24.79,26.18,-53.74,6,6.05
945,Lorenz,Neumann,lollo,SWE,Standard,2.76,24.34,25.64,-52.58,2,6.05
946,Stefan,Jakobsson,,SWE,Standard,2.76,23.09,24.15,-49.37,5,6.04
947,John,Söderberg,,SWE,Standard,2.72,24.03,25.32,-51.93,3,5.95
948,Otto,Karlsson,ostwurst,SWE,Standard,2.72,24.21,25.54,-52.41,3,5.95
949,Toomas,Saar,,SWE,Standard,2.68,24.95,26.47,-54.45,2,5.86
950,Björn,Göransson,boisotto,SWE,Standard,2.66,24.23,25.63,-52.65,3,5.83
951,Tomas,Lundström,,SWE,Standard,2.66,22.95,24.1,-49.36,9,5.83
952,Emil,Olsson,ziptie,SWE,Standard,2.66,24.53,25.99,-53.45,2,5.82
953,Per,Kjelltoft,,SWE,Standard,2.66,23.93,25.28,-51.91,3,5.81
954,Tobias,Lejholm,tlej,SWE,Standard,2.66,24.42,25.87,-53.17,2,5.81
955,Thomas,Lundgren,tompa21,SWE,Standard,2.65,25.56,27.22,-56.09,6,5.8
956,Svenne,Abrahamsen,64abris,SWE,Standard,2.65,24.89,26.43,-54.39,3,5.8
957,Max,Rutkvist,maxo,SWE,Standard,2.65,25.56,27.23,-56.12,4,5.79
958,Carl,Gustafsson,,SWE,Standard,2.64,25.13,26.72,-55.02,2,5.79
959,Johannes,Erngren,monkey,SWE,Standard,2.62,24.06,25.48,-52.38,3,5.73
960,Patrik,Hilber,,SWE,Standard,2.62,23.55,24.87,-51.06,3,5.73
961,Jimmy,Pers,,SWE,Standard,2.61,22.1,23.16,-47.39,4,5.71
962,Jörgen,Andersson,hicap,SWE,Standard,2.61,28.12,30.31,-62.81,2,5.71
963,Urban,Hedstrom,,SWE,Standard,2.61,24.54,26.07,-53.65,2,5.71
964,Stellan,,odysseus,SWE,Standard,2.61,26.82,28.77,-59.49,1,5.71
965,Tobias,Hårdén,harden,SWE,Standard,2.6,25.15,26.79,-55.23,3,5.7
966,Marja,Näsman,,SWE,Standard,2.59,24.55,26.09,-53.73,3,5.66
967,Niklas,Lindholm,trajja,SWE,Standard,2.56,25.5,27.25,-56.25,2,5.61
968,Peter,Sjögren,,SWE,Standard,2.56,24.81,26.44,-54.5,3,5.6
969,Stefan,Skott,silverfox,SWE,Standard,2.56,22.71,23.94,-49.12,4,5.6
970,Patrik,Fasth,pfasth,SWE,Standard,2.55,25.85,27.68,-57.2,1,5.58
971,Frederic,Nilsson,scorpan,SWE,Standard,2.53,25.14,26.86,-55.44,4,5.55
972,Fredrik,Römo,,SWE,Standard,2.53,24.22,25.77,-53.09,2,5.54
973,Jonas,Diegner,,SWE,Standard,2.52,24.54,26.16,-53.94,4,5.52
974,Peter,Jansson,,SWE,Standard,2.52,25.18,26.92,-55.59,7,5.52
975,Kalle,LessKnown,skyywalker1,SWE,Standard,2.51,24.28,25.86,-53.3,3,5.5
976,Anton,Forsman,,SWE,Standard,2.51,24.63,26.28,-54.22,2,5.49
977,Steve,Carlson,steve,SWE,Standard,2.5,23.63,25.11,-51.7,4,5.46
978,Jimmy,Andersson,jimmboo,SWE,Standard,2.49,25.8,27.69,-57.26,2,5.46
979,Tobias,Thörn,,SWE,Standard,2.49,24.64,26.32,-54.31,2,5.46
980,Fredrik,Bergsten,bergsten,SWE,Standard,2.49,24.44,26.08,-53.8,2,5.45
981,Frank,Räms Sundén,fralle,SWE,Standard,2.49,24.06,25.63,-52.84,4,5.44
982,Jim,Andersson,jim,SWE,Standard,2.48,25.59,27.46,-56.8,2,5.43
983,Anton,Forss,endlessfancy,SWE,Standard,2.47,25.47,27.33,-56.51,2,5.42
984,Oscar,Sindell,,SWE,Standard,2.47,24.78,26.51,-54.74,3,5.41
985,Vinko,Rosic,vince,SWE,Standard,2.46,24.55,26.25,-54.19,3,5.38
986,Johan,Erixon,,SWE,Standard,2.45,24.8,26.55,-54.85,3,5.37
987,Åke,Andersson,,SWE,Standard,2.45,24.66,26.38,-54.49,2,5.37
988,Adam,Feldt,,SWE,Standard,2.45,24.73,26.47,-54.68,2,5.36
989,Tobias,Melin,tmelin,SWE,Standard,2.44,25.14,26.97,-55.77,2,5.35
990,Fredrik,Pejlert,fpt,SWE,Standard,2.42,25.64,27.58,-57.1,1,5.31
991,Joakim,Sand,,SWE,Standard,2.42,25.73,27.69,-57.35,4,5.3
992,Angelika,Zetterberg,,SWE,Standard,2.41,24.58,26.34,-54.44,5,5.28
993,Markus,Lindström,recoil,SWE,Standard,2.4,24.91,26.75,-55.32,3,5.27
994,Dorothea,Denwood,dorothea,SWE,Standard,2.4,23.49,25.06,-51.69,3,5.25
995,Ulf,Bjelkengren,uffeb,SWE,Standard,2.39,21.91,23.19,-47.66,9,5.23
996,Henrik,Berg,berg76,SWE,Standard,2.39,23.82,25.47,-52.58,4,5.23
997,Oscar,Helgesson,,SWE,Standard,2.39,24.18,25.89,-53.49,2,5.22
998,Fredric,Thörnqvist,,SWE,Standard,2.39,24.06,25.75,-53.19,3,5.22
999,Peo,Stenström,,SWE,Standard,2.38,22.91,24.39,-50.27,3,5.22
1000,IPSC,Sylta,sylta,SWE,Standard,2.38,24.17,25.89,-53.5,2,5.21
1001,Unto,Jarvald,uzz,SWE,Standard,2.38,24.42,26.19,-54.15,2,5.21
1002,Svante,Drakenberg,drakenberg,SWE,Standard,2.38,24.48,26.26,-54.3,5,5.21
1003,Jonny,Örje,garlengreen,SWE,Standard,2.38,25.01,26.89,-55.67,3,5.21
1004,Samuel,Åberg,,SWE,Standard,2.37,18.1,18.69,-37.96,8,5.2
1005,Oliver,Segergren,,SWE,Standard,2.36,25.06,26.97,-55.84,1,5.18
1006,Andre,Isaksson,zac,SWE,Standard,2.36,24.3,26.07,-53.9,2,5.17
1007,Robin,Hellström,blomman,SWE,Standard,2.36,25.53,27.53,-57.07,1,5.16
1008,Mats,Belin,mudmaster,SWE,Standard,2.32,25.1,27.07,-56.1,2,5.08
1009,Håkan,Sidén,,SWE,Standard,2.32,23.4,25.05,-51.75,3,5.08
1010,Petter,Kjellsson,petterk,SWE,Standard,2.32,23.03,24.61,-50.81,3,5.07
1011,Daniel,Johansson,dcop,SWE,Standard,2.31,23.31,24.95,-51.54,4,5.07
1012,Joel,NotKnown,jbacklund,SWE,Standard,2.31,25.09,27.07,-56.12,2,5.05
1013,Marléne,Lund Kopparklint,ironlady,SWE,Standard,2.3,25.96,28.11,-58.37,1,5.04
1014,Peter,Alm,,SWE,Standard,2.3,24.2,26.02,-53.88,5,5.03
1015,magnus,boström,,SWE,Standard,2.29,24.96,26.94,-55.85,4,5.02
1016,Daniel,Johnsson,donken,SWE,Standard,2.29,24.32,26.17,-54.19,2,5.02
1017,Ulf,Hansson,,SWE,Standard,2.28,24.19,26.03,-53.91,3,4.99
1018,Kristoffer,Elander,krees,SWE,Standard,2.27,24.88,26.86,-55.71,3,4.98
1019,Per,Dalén,pdn,SWE,Standard,2.26,25.45,27.55,-57.2,2,4.95
1020,Robin,Fougstedt,,SWE,Standard,2.25,24.72,26.7,-55.37,2,4.93
1021,Elias,Selling,elias,SWE,Standard,2.25,24.28,26.18,-54.25,2,4.93
1022,Benny,Odenholt,,SWE,Standard,2.25,24.19,26.07,-54.02,2,4.93
1023,Joakim,Stralje,,SWE,Standard,2.25,24.88,26.88,-55.77,2,4.93
1024,Martin,Isebäck,martiniseback,SWE,Standard,2.25,22.58,24.16,-49.89,6,4.93
1025,Kristian,Söderström,macmyran,SWE,Standard,2.25,25.77,27.95,-58.07,2,4.92
1026,Nicklas,Starec,,SWE,Standard,2.25,23.31,25.02,-51.75,3,4.92
1027,Christoffer,Thander,,SWE,Standard,2.24,24.41,26.34,-54.61,4,4.91
1028,Anders,Eklund,,SWE,Standard,2.24,24.43,26.37,-54.67,2,4.89
1029,Tony,Bådenlid,,SWE,Standard,2.23,24.08,25.96,-53.81,6,4.88
1030,Martin,Eriksson,,SWE,Standard,2.22,24.5,26.46,-54.89,2,4.87
1031,Peter,Dahlin,,SWE,Standard,2.21,25.17,27.28,-56.66,2,4.84
1032,Robert,Westerberg,bobbiew,SWE,Standard,2.21,25.5,27.68,-57.53,1,4.83
1033,Marc,Mårtensson,,SWE,Standard,2.21,24.91,26.97,-56.01,3,4.83
1034,Charlie,A,,SWE,Standard,2.19,24.3,26.27,-54.51,2,4.8
1035,Thomas,Persson,,SWE,Standard,2.19,20.33,21.56,-44.34,10,4.8
1036,Maria,Palmu Fredriksson,,SWE,Standard,2.19,24.42,26.42,-54.83,2,4.79
1037,Urban,Wennström,urwe,SWE,Standard,2.18,24.61,26.65,-55.34,2,4.77
1038,Viktor,Lagerström,,SWE,Standard,2.18,24.39,26.39,-54.79,2,4.76
1039,Marianne,Hansen,marsch,SWE,Standard,2.16,25.23,27.41,-56.99,3,4.74
1040,Rickard,Gustafsson,rickswe,SWE,Standard,2.16,25.31,27.51,-57.22,3,4.73
1041,Fredrik,Ekstrand,neke,SWE,Standard,2.16,26.04,28.38,-59.09,1,4.72
1042,Anders,Rohlen,doctorglock,SWE,Standard,2.15,23.92,25.86,-53.66,5,4.71
1043,Timur,Lundholm,timpa,SWE,Standard,2.15,25.0,27.15,-56.45,1,4.71
1044,Mikael,Söderström,soder,SWE,Standard,2.15,25.0,27.15,-56.45,2,4.71
1045,One-Eyed,Jack,ripper,SWE,Standard,2.13,24.89,27.04,-56.22,1,4.67
1046,Mikael,Olofsson,,SWE,Standard,2.13,24.21,26.23,-54.48,3,4.67
1047,Martin,Brolin,,SWE,Standard,2.13,26.15,28.54,-59.48,1,4.66
1048,Marco,Endler,,SWE,Standard,2.12,24.27,26.32,-54.68,2,4.65
1049,Andreas,Anjestål,freehanddimes,SWE,Standard,2.12,19.06,20.13,-41.32,7,4.65
1050,Ludvig,Henningsson,,SWE,Standard,2.12,24.58,26.69,-55.5,3,4.64
1051,joakim,strömberg,stromberg,SWE,Standard,2.11,24.96,27.16,-56.5,1,4.62
1052,Gustav,Röken,roken,SWE,Standard,2.11,23.9,25.89,-53.78,3,4.61
1053,Andreas,Stolt,stolt,SWE,Standard,2.09,25.39,27.68,-57.64,1,4.59
1054,Michael,Lindblom,,SWE,Standard,2.08,25.48,27.8,-57.93,1,4.56
1055,Nicklas,Persson,,SWE,Standard,2.08,19.56,20.77,-42.75,10,4.56
1056,Freddy,Rosberg,freddyr,SWE,Standard,2.08,19.44,20.62,-42.43,8,4.55
1057,Martin,Birch,,SWE,Standard,2.06,22.02,23.72,-49.14,6,4.51
1058,Mattias,Forseng,,SWE,Standard,2.05,23.58,25.59,-53.18,4,4.48
1059,Per,Lundquist,,SWE,Standard,2.04,24.16,26.29,-54.7,4,4.46
1060,Kim,Nordström,nordstrom85,SWE,Standard,2.03,24.83,27.09,-56.43,2,4.45
1061,Fredrik,Sannemo,,SWE,Standard,2.03,23.61,25.63,-53.29,2,4.45
1062,Calle,Åkerman,,SWE,Standard,2.03,25.12,27.43,-57.18,1,4.44
1063,Jonas,Olsson,jo69,SWE,Standard,2.02,25.27,27.62,-57.59,2,4.43
1064,Anton,Vilminko,munko,SWE,Standard,2.02,24.33,26.5,-55.18,2,4.43
1065,Björn,Wesslau,bjornw,SWE,Standard,2.02,24.76,27.01,-56.28,2,4.42
1066,Pia,Clerté,,SWE,Standard,2.01,21.31,22.94,-47.5,10,4.4
1067,Richard,Albertsson,albertsson,SWE,Standard,2.0,23.24,25.23,-52.46,3,4.39
1068,Fredrik,S,axiom,SWE,Standard,1.99,23.73,25.83,-53.76,2,4.37
1069,Robert,Bengtsson,,SWE,Standard,1.99,25.69,28.16,-58.79,1,4.36
1070,Patrik,Åstrand,datacad,SWE,Standard,1.99,25.3,27.7,-57.8,2,4.35
1071,Adam,Bäckman,,SWE,Standard,1.98,24.72,27.02,-56.35,1,4.33
1072,Daniel,Westerlund,dannusw,SWE,Standard,1.97,13.71,13.94,-28.12,27,4.32
1073,Daniel,Bergström,thepirate77,SWE,Standard,1.97,24.63,26.92,-56.15,2,4.3
1074,pasi,pirttikoski,trooper,SWE,Standard,1.96,21.57,23.3,-48.34,7,4.28
1075,Mikael,Sundén,,SWE,Standard,1.96,23.55,25.65,-53.42,2,4.28
1076,Robert,Svensson,,SWE,Standard,1.93,24.36,26.65,-55.58,2,4.24
1077,Klas,NotKnown,securitymanager,SWE,Standard,1.93,25.28,27.74,-57.93,2,4.23
1078,Ola,Thorsson,thorsson,SWE,Standard,1.93,24.53,26.86,-56.04,2,4.22
1079,Rickard,Dysenius,dysse,SWE,Standard,1.92,22.69,24.67,-51.32,7,4.21
1080,,Fredriksson,fredriksson,SWE,Standard,1.92,24.6,26.95,-56.24,2,4.2
1081,Daniel,Dywling,dywling,SWE,Standard,1.91,26.2,28.86,-60.37,2,4.19
1082,Patrik,Selinder,selinder,SWE,Standard,1.9,25.55,28.09,-58.74,1,4.16
1083,Stefan,Toth,stefanuds,SWE,Standard,1.89,25.54,28.1,-58.76,1,4.14
1084,Per,Lundin,perlundin,SWE,Standard,1.88,24.65,27.05,-56.51,3,4.12
1085,Ilpo,Heinola,,SWE,Standard,1.88,24.24,26.57,-55.46,2,4.12
1086,Mathias,Johnson,mjohnson,SWE,Standard,1.88,25.03,27.51,-57.49,1,4.11
1087,Linus,Örnvinge,lucifer,SWE,Standard,1.87,23.92,26.19,-54.65,3,4.1
1088,Thomas,Lind,,SWE,Standard,1.87,24.95,27.42,-57.33,1,4.09
1089,Dennis,Edman,netnut,SWE,Standard,1.87,23.77,26.03,-54.32,4,4.08
1090,Vladimir,Veanes Steiner,steiner,SWE,Standard,1.86,24.96,27.45,-57.38,5,4.07
1091,Johan,Vennerstrand,,SWE,Standard,1.86,24.23,26.59,-55.53,2,4.06
1092,Martin,Axelsson,,SWE,Standard,1.86,16.25,17.11,-35.07,15,4.06
1093,Tove,Kuhberg,tojjtojj,SWE,Standard,1.85,23.5,25.71,-53.65,3,4.06
1094,Stefan,Vestman,vestman,SWE,Standard,1.85,24.44,26.84,-56.08,4,4.05
1095,Pierre,,,SWE,Standard,1.82,25.48,28.11,-58.84,1,3.99
1096,Andreas,Törngren,,SWE,Standard,1.81,22.95,25.12,-52.41,3,3.96
1097,Erik,Tunestål,tune,SWE,Standard,1.81,23.04,25.23,-52.64,3,3.96
1098,Roberth,J,robban74,SWE,Standard,1.8,24.78,27.3,-57.11,2,3.95
1099,Ludvig,Persson,,SWE,Standard,1.8,25.08,27.66,-57.89,4,3.95
1100,Thomas,Berg,,SWE,Standard,1.8,24.56,27.05,-56.59,2,3.93
1101,Mikael,Tunell,,SWE,Standard,1.79,24.27,26.7,-55.84,2,3.93
1102,Rikard,Andersson,,SWE,Standard,1.78,24.26,26.71,-55.86,2,3.9
1103,Jonas,Mannela,,SWE,Standard,1.78,24.62,27.14,-56.79,2,3.9
1104,Olof,Ålander,,SWE,Standard,1.78,25.35,28.0,-58.67,1,3.89
1105,Andreas,Karlfeldt,addearko,SWE,Standard,1.77,24.07,26.5,-55.42,2,3.88
1106,Mikael,Roxengård,roxen,SWE,Standard,1.77,25.33,27.99,-58.65,1,3.87
1107,Peter,Nordgren,,SWE,Standard,1.77,24.7,27.24,-57.03,2,3.87
1108,Marcus,Hultgren,,SWE,Standard,1.76,24.81,27.38,-57.34,1,3.86
1109,Tomasz,Albjär,,SWE,Standard,1.76,23.88,26.29,-54.98,2,3.85
1110,Stefan,NotKnown,stefans,SWE,Standard,1.76,21.18,23.08,-48.06,6,3.85
1111,Jimmy,Johansson,,SWE,Standard,1.75,22.08,24.16,-50.39,4,3.83
1112,David,Ulfsbo,ulfsbo,SWE,Standard,1.74,24.05,26.51,-55.47,3,3.82
1113,Jon,Johansson,ninpo,SWE,Standard,1.74,24.47,27.01,-56.56,4,3.81
1114,Marcus,Dahl,mackan,SWE,Standard,1.74,24.33,26.84,-56.2,2,3.8
1115,Leif,Hagberg,vsop,SWE,Standard,1.73,24.48,27.03,-56.6,4,3.79
1116,Joachim,Péru,peru,SWE,Standard,1.72,23.62,26.02,-54.44,6,3.77
1117,Magnus,Wiklund,piraten,SWE,Standard,1.72,24.8,27.42,-57.47,1,3.76
1118,Stefan,Halvarsson,halvarsson,SWE,Standard,1.71,24.75,27.37,-57.37,3,3.75
1119,Joel,Backlund,jbacklund,SWE,Standard,1.7,23.97,26.45,-55.39,2,3.73
1120,Kent,Stangvik,nordicraven,SWE,Standard,1.7,25.9,28.76,-60.36,1,3.73
1121,Tomas,Hedström,mrhedan,SWE,Standard,1.7,24.76,27.39,-57.42,2,3.73
1122,Thomas,Berglöf,theriggjunior,SWE,Standard,1.7,24.18,26.72,-55.97,2,3.72
1123,Morgan,Lindholm,lindholm,SWE,Standard,1.69,25.12,27.84,-58.4,2,3.7
1124,Daniel,Karlfeldt,danielk,SWE,Standard,1.69,24.1,26.64,-55.81,2,3.69
1125,Joel,Svensson,joels,SWE,Standard,1.68,25.85,28.71,-60.28,1,3.69
1126,Nic,Ramstedt,nic4victory,SWE,Standard,1.68,23.98,26.49,-55.5,3,3.69
1127,Roger,Engström,slomo,SWE,Standard,1.68,24.77,27.44,-57.54,5,3.68
1128,C-J,Karlsson,cjk,SWE,Standard,1.68,23.55,25.99,-54.42,2,3.68
1129,Josef,Yousefian,,SWE,Standard,1.67,25.27,28.03,-58.83,2,3.66
1130,Kristian,Gustafsson,,SWE,Standard,1.67,24.52,27.15,-56.94,2,3.66
1131,Jonne,Gullstrand,,SWE,Standard,1.67,23.72,26.21,-54.89,2,3.65
1132,Anneli,Spuhr,250yp,SWE,Standard,1.66,24.36,26.97,-56.54,2,3.64
1133,Tommy,Wikström,tommyn8or,SWE,Standard,1.66,25.35,28.15,-59.1,1,3.64
1134,Jyri,Viuhko,rimbuster,SWE,Standard,1.66,23.91,26.43,-55.39,5,3.64
1135,Axel,Rönquist,axelr,SWE,Standard,1.66,25.67,28.53,-59.92,1,3.63
1136,Henrik,Wirén,,SWE,Standard,1.65,25.16,27.93,-58.62,1,3.62
1137,Måns,Pihlquist,echo01,SWE,Standard,1.65,25.06,27.81,-58.37,1,3.61
1138,William,Parhammar,thelaw,SWE,Standard,1.64,24.0,26.56,-55.68,2,3.6
1139,Sören,Lindkvist,,SWE,Standard,1.64,23.7,26.21,-54.94,4,3.6
1140,Thim,Staflund,,SWE,Standard,1.64,24.74,27.44,-57.59,1,3.59
1141,Tony,Köhrsen,,SWE,Standard,1.64,24.75,27.46,-57.64,1,3.59
1142,Jonaz,Carlson,jayc,SWE,Standard,1.64,24.9,27.64,-58.02,2,3.58
1143,Kim,Skogström,,SWE,Standard,1.63,24.26,26.89,-56.4,2,3.57
1144,Alaa,Sepphan,,SWE,Standard,1.62,24.29,26.93,-56.51,2,3.55
1145,Johan,Hållkvist,,SWE,Standard,1.62,25.23,28.05,-58.93,1,3.55
1146,Alexander,Hagman,,SWE,Standard,1.62,23.26,25.72,-53.88,3,3.54
1147,Anna,Johansson,anna,SWE,Standard,1.62,23.85,26.41,-55.39,2,3.54
1148,Jan,Frid,,SWE,Standard,1.61,24.18,26.82,-56.27,2,3.53
1149,Per,Jonasson,,SWE,Standard,1.61,22.81,25.2,-52.77,4,3.52
1150,Tobias,Söderberg,,SWE,Standard,1.6,24.99,27.79,-58.37,1,3.51
1151,Anders,Johansson,,SWE,Standard,1.6,25.18,28.02,-58.87,1,3.5
1152,Lars,Ljung,,SWE,Standard,1.59,25.05,27.87,-58.56,1,3.49
1153,Kenny,Karlsson,,SWE,Standard,1.59,25.03,27.84,-58.5,1,3.49
1154,Natasja,Jackson Wallin,,SWE,Standard,1.59,23.03,25.48,-53.4,3,3.48
1155,Pär,Biörsson,bearsson,SWE,Standard,1.59,23.36,25.87,-54.25,3,3.47
1156,Erik,Wannberg,erikw,SWE,Standard,1.59,22.33,24.65,-51.62,4,3.47
1157,Adam,Lundgren,ava,SWE,Standard,1.59,25.44,28.34,-59.58,1,3.47
1158,Jesper,Dahlskog,dahlskog,SWE,Standard,1.59,17.1,18.44,-38.21,8,3.47
1159,Christoffer,Wingårdh,,SWE,Standard,1.58,24.88,27.68,-58.17,1,3.46
1160,Steve,Knutsson,stevo,SWE,Standard,1.58,24.65,27.41,-57.59,1,3.46
1161,Bert-Ove,Kristensen,draken66,SWE,Standard,1.58,21.62,23.81,-49.81,6,3.46
1162,Olof,Bengtsson,linde,SWE,Standard,1.58,21.2,23.31,-48.73,7,3.46
1163,Joakim,Fjällström,noshooter,SWE,Standard,1.57,24.72,27.5,-57.79,2,3.44
1164,Peter,Slättersjö,dumbswede,SWE,Standard,1.57,25.39,28.31,-59.53,1,3.43
1165,Peter,Rödseth,roedseth,SWE,Standard,1.57,23.25,25.76,-54.04,3,3.43
1166,Thomas,Ekstrand,theken,SWE,Standard,1.55,25.08,27.96,-58.8,7,3.39
1167,Sonny,Forsberg,liston,SWE,Standard,1.55,25.08,27.96,-58.8,1,3.38
1168,Erik,Fredlund,mrfredlund,SWE,Standard,1.54,26.01,29.08,-61.22,1,3.37
1169,Johan,af Sandeberg,,SWE,Standard,1.53,23.99,26.68,-56.05,2,3.35
1170,Franz,Levin,,SWE,Standard,1.53,25.09,27.99,-58.88,1,3.35
1171,Christofer,B,jcb,SWE,Standard,1.53,24.72,27.56,-57.96,1,3.35
1172,Johannes,Lundberg,jlu,SWE,Standard,1.52,25.01,27.91,-58.72,1,3.32
1173,Zebastian,Bondesson,,SWE,Standard,1.5,24.82,27.71,-58.3,1,3.28
1174,Dan,Pettersson,,SWE,Standard,1.5,25.03,27.95,-58.84,1,3.28
1175,Jacob,Jacob,ipa,SWE,Standard,1.5,25.01,27.94,-58.81,1,3.28
1176,Henrik,Jansson,,SWE,Standard,1.5,24.28,27.07,-56.92,6,3.28
1177,Magnus,Söderberg,suntzu,SWE,Standard,1.48,24.16,26.95,-56.69,4,3.24
1178,Don Plomo,Helin,donplomo,SWE,Standard,1.47,24.2,27.01,-56.82,2,3.23
1179,Mikael,Agnebo,mikagn,SWE,Standard,1.47,25.21,28.21,-59.4,3,3.23
1180,Joachim,Dunér,,SWE,Standard,1.47,24.3,27.13,-57.09,1,3.21
1181,Thule,Alshibiby Bergman,,SWE,Standard,1.46,19.64,21.59,-45.14,5,3.21
1182,Stefan,Dys,,SWE,Standard,1.46,23.2,25.83,-54.29,3,3.2
1183,Ken,Truong,,SWE,Standard,1.46,24.62,27.52,-57.93,1,3.2
1184,Andreas,Norberg,pyro,SWE,Standard,1.46,24.4,27.26,-57.39,2,3.19
1185,Claes,Lindblom,,SWE,Standard,1.45,21.25,23.52,-49.31,5,3.18
1186,Simon,Segerberg,fenrer,SWE,Standard,1.45,23.74,26.48,-55.7,2,3.18
1187,Holger,Weiland,howa,SWE,Standard,1.45,24.97,27.95,-58.86,1,3.18
1188,Dino,Wildt,dino,SWE,Standard,1.45,25.12,28.12,-59.23,1,3.18
1189,Rikard,Henrysson,,SWE,Standard,1.45,24.25,27.08,-57.01,1,3.18
1190,Robert,Haegerstam,,SWE,Standard,1.45,25.12,28.13,-59.27,1,3.17
1191,Peter,Liliegren,,SWE,Standard,1.44,23.46,26.16,-55.03,3,3.15
1192,Lukas,Westerlund,,SWE,Standard,1.44,18.53,20.3,-42.38,8,3.15
1193,Andreas,Dahlin,,SWE,Standard,1.43,22.86,25.47,-53.53,3,3.13
1194,Christopher,Hellsberg,,SWE,Standard,1.43,23.82,26.6,-55.99,2,3.13
1195,Johnny,Thörnquist,,SWE,Standard,1.43,26.43,29.71,-62.69,4,3.12
1196,Patric,Wassberg,,SWE,Standard,1.42,24.73,27.69,-58.34,1,3.12
1197,Ola,Åberg,pistola,SWE,Standard,1.42,24.11,26.95,-56.76,2,3.11
1198,Magnus,Strömberg,,SWE,Standard,1.42,24.8,27.78,-58.55,2,3.11
1199,Niklas,Gahne,,SWE,Standard,1.42,24.25,27.13,-57.14,2,3.1
1200,Niklas,Hahne,,SWE,Standard,1.41,25.02,28.04,-59.11,1,3.1
1201,Bengt,Dahl,,SWE,Standard,1.4,25.23,28.32,-59.71,1,3.07
1202,Carl,Lundmark,,SWE,Standard,1.4,22.43,24.98,-52.52,6,3.07
1203,Sven,Bergh,luckymountain,SWE,Standard,1.4,23.81,26.63,-56.07,2,3.07
1204,Zoltan,Koncz,rambo,SWE,Standard,1.4,24.78,27.78,-58.57,1,3.06
1205,Peter,Norrthon,,SWE,Standard,1.39,23.59,26.37,-55.52,2,3.05
1206,Torbjörn,Dehlen,,SWE,Standard,1.39,23.72,26.53,-55.88,2,3.05
1207,Johan,Wahl,,SWE,Standard,1.39,24.6,27.58,-58.13,3,3.04
1208,Cecilia,Ekströmer Johansson,,SWE,Standard,1.38,19.71,21.77,-45.61,7,3.03
1209,Eric,Bergman,,SWE,Standard,1.38,24.91,27.96,-58.97,3,3.03
1210,Fredrik,Welander,praxis,SWE,Standard,1.38,24.31,27.25,-57.43,2,3.02
1211,Jonas,Hellqvist,monsterful,SWE,Standard,1.38,24.88,27.92,-58.88,1,3.02
1212,Edith,Gustavsson,ehg,SWE,Standard,1.37,23.97,26.85,-56.58,2,3.01
1213,Leif,Dahlberg,boyen,SWE,Standard,1.37,25.17,28.28,-59.68,1,2.99
1214,Emil,Ulving,,SWE,Standard,1.35,24.82,27.89,-58.85,1,2.96
1215,Anders,R. (#1386),,SWE,Standard,1.35,23.27,26.05,-54.87,2,2.95
1216,Martin,Petersson,,SWE,Standard,1.34,24.01,26.93,-56.78,3,2.94
1217,Niklas,Jepping,,SWE,Standard,1.34,23.72,26.58,-56.04,4,2.94
1218,Villgot,Englund,,SWE,Standard,1.34,23.11,25.86,-54.48,3,2.94
1219,Patrik,Christensen,,SWE,Standard,1.34,24.2,27.16,-57.29,2,2.93
1220,Christopher,Skytt,,SWE,Standard,1.34,25.0,28.12,-59.34,1,2.93
1221,Patrik,Frost,patrikfr,SWE,Standard,1.34,23.32,26.12,-55.05,3,2.93
