division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
1,Rasmus,Gyllenberg,gylla,SWE,Production,59.07,64.74,6.74,44.53,56,100.0
2,Magnus,Johansson,,SWE,Production,57.21,63.27,7.2,41.68,74,96.86
3,Ted,Åhlenius,ted,SWE,Production,49.68,55.24,6.61,35.42,46,84.11
4,Johan,Modigh,,SWE,Production,46.71,55.4,10.32,24.43,29,79.08
5,Robert,Söderström,,SWE,Production,41.12,46.72,6.64,26.79,40,69.62
6,Robert,Börjesson,,SWE,Production,40.75,43.95,3.8,32.54,100,68.99
7,Daniel,Johnson,,SWE,Production,39.04,42.52,4.13,30.14,80,66.1
8,Peter,Kastell,kastell,SWE,Production,38.92,47.36,10.03,17.27,47,65.89
9,Jörgen,Björk,jorgenbjork,SWE,Production,38.3,49.02,12.74,10.8,19,64.84
10,Mikael,Agnebo,mikagn,SWE,Production,38.29,44.68,7.59,21.91,48,64.83
11,Kalle,Halvarsson,,SWE,Production,37.57,48.51,12.99,9.52,18,63.61
12,Robert,Johansson,,SWE,Production,35.99,41.35,6.37,22.25,47,60.93
13,Martin,Assarsson,,SWE,Production,34.46,38.61,4.93,23.81,58,58.33
14,Per-Ola,Rasmussen,perola,SWE,Production,33.97,41.57,9.03,14.48,26,57.51
15,Cecilia,Lindberg,,SWE,Production,33.31,38.01,5.59,21.25,69,56.39
16,Niclas,Dal,,SWE,Production,33.17,40.86,9.13,13.46,44,56.16
17,Ricardo,Soler,rickipick,SWE,Production,32.37,35.4,3.6,24.6,134,54.8
18,Håkan,Wiren,,SWE,Production,32.32,36.51,4.97,21.58,68,54.72
19,Oscar,Fungmark,funkis,SWE,Production,31.53,37.65,7.27,15.83,30,53.38
20,Gabriel,Lind,gabbe,SWE,Production,31.34,35.95,5.48,19.5,68,53.06
21,Carl,Schultze,schultze,SWE,Production,30.9,33.66,3.28,23.83,104,52.32
22,Vincent,Hörnsten,,SWE,Production,30.44,36.06,6.68,16.02,35,51.53
23,Jimmy,Svensson,,SWE,Production,29.8,33.37,4.24,20.64,94,50.45
24,Magnus,Abelsson,,SWE,Production,29.75,33.27,4.18,20.73,93,50.37
25,Jens,Lundholm,,SWE,Production,29.17,33.17,4.76,18.9,52,49.38
26,Carl,Danielson,kexet,SWE,Production,28.97,32.58,4.29,19.72,103,49.05
27,F,Andersson,,SWE,Production,28.76,40.41,13.84,-1.1,12,48.7
28,Orvar,Bäcklin,htfu,SWE,Production,28.34,34.58,7.41,12.34,49,47.98
29,Klas,Lundberg,kfl69,SWE,Production,28.06,35.14,8.41,9.91,34,47.51
30,Jonas,Björk,whistler,SWE,Production,27.75,38.38,12.62,0.51,13,46.99
31,Clas,Öhman,,SWE,Production,27.68,35.27,9.03,8.19,34,46.86
32,Stefan,Ekstedt,steeks,SWE,Production,27.66,39.36,13.91,-2.36,17,46.83
33,Fredrik,Wildemo,fredwild,SWE,Production,27.62,33.55,7.05,12.4,47,46.76
34,Eric,Carlsson,,SWE,Production,27.34,32.09,5.64,15.15,71,46.28
35,Patrik,Gren,,SWE,Production,27.07,31.64,5.43,15.35,54,45.83
36,Andreas,Johansson,,SWE,Production,26.96,31.02,4.83,16.54,93,45.64
37,Jörgen,Andersson,,SWE,Production,26.89,34.29,8.8,7.9,29,45.52
38,Johnnie,Tibom,jt74,SWE,Production,26.86,31.39,5.39,15.24,50,45.48
39,Robin,Östman,,SWE,Production,26.66,32.82,7.31,10.88,41,45.14
40,Pär,Hylander,,SWE,Production,26.56,34.15,9.01,7.11,27,44.97
41,Jim,Andersson,,SWE,Production,26.48,31.61,6.09,13.33,49,44.83
42,Erik,Fjellström,,SWE,Production,26.42,32.22,6.89,11.55,36,44.73
43,Rickard,Eriksson,,SWE,Production,26.27,37.23,13.02,-1.84,13,44.47
44,Klas,Ekegren,oaken,SWE,Production,26.11,30.02,4.65,16.08,58,44.21
45,Daniel,Gulle,,SWE,Production,25.79,31.37,6.64,11.46,56,43.66
46,Stefan,Johannesson,st3f4n,SWE,Production,25.77,31.7,7.04,10.57,44,43.63
47,Tomas,Frisell,,SWE,Production,25.5,30.54,5.99,12.58,69,43.17
48,Lars-Olof,Halvarsson,,SWE,Production,25.45,31.9,7.66,8.92,44,43.09
49,Jonas,Ardemalm,,SWE,Production,25.44,31.6,7.32,9.63,49,43.07
50,Adam,Odgaard-Nexe,nexus,SWE,Production,25.31,32.76,8.85,6.21,43,42.85
51,Fredrik,Jacobsson,frejac01,SWE,Production,25.29,33.38,9.61,4.54,28,42.81
52,Sven,Lundin,lundin,SWE,Production,25.02,31.81,8.07,7.6,46,42.36
53,jaakko,kangasvieri,,SWE,Production,25.01,29.18,4.96,14.3,84,42.34
54,Johan,Skogh,,SWE,Production,24.91,31.5,7.83,8.0,28,42.17
55,Robert,Becker,,SWE,Production,24.39,30.18,6.88,9.54,35,41.29
56,David,Lindhe,davlin,SWE,Production,24.21,30.04,6.92,9.27,46,40.99
57,Mikael,Jung,jung,SWE,Production,24.2,31.76,8.98,4.81,19,40.97
58,Gustav,Arvidsson,ghost,SWE,Production,24.06,32.08,9.52,3.51,23,40.74
59,Jiro,Nihei,zatoichi,SWE,Production,23.93,30.46,7.76,7.19,50,40.51
60,Peter,Ardemalm,,SWE,Production,23.91,29.41,6.54,9.79,52,40.48
61,Peter,Söderberg,psod,SWE,Production,23.73,30.86,8.47,5.45,28,40.18
62,Max,Rutkvist,maxo,SWE,Production,23.71,35.03,13.45,-5.32,15,40.14
63,Gustav,Mogren,,SWE,Production,23.68,28.34,5.53,11.74,45,40.1
64,Magnus,Lindskog,messer,SWE,Production,23.47,28.53,6.02,10.48,34,39.73
65,Gerry,Strandberg,,SWE,Production,23.26,27.48,5.01,12.44,73,39.38
66,Emil,Nordin,,SWE,Production,23.19,33.91,12.74,-4.31,18,39.26
67,Joakim,Östby,ostby228,SWE,Production,23.05,28.35,6.3,9.44,59,39.02
68,Emil,Olofsson,4176,SWE,Production,22.48,40.29,21.16,-23.19,6,38.06
69,Allan,Bergman,dosch,SWE,Production,22.46,26.46,4.75,12.2,81,38.03
70,Kristian,Säkki,,SWE,Production,22.4,30.6,9.75,1.36,24,37.92
71,Kristian,Abrahamsson,blixzen,SWE,Production,22.39,27.57,6.16,9.09,52,37.9
72,Roberth,Friberg,fribbe,SWE,Production,22.32,28.04,6.79,7.66,46,37.79
73,Erik,Lennmarken,,SWE,Production,22.15,30.14,9.5,1.65,27,37.5
74,Mattias,Johannesdal,mmj,SWE,Production,22.08,27.56,6.51,8.04,46,37.38
75,Joakim,Classon,glockproduction,SWE,Production,22.01,27.25,6.22,8.58,60,37.26
76,Sven,Lundberg,sven,SWE,Production,21.97,30.37,9.99,0.41,26,37.19
77,Albin,Hylander,hylanderjunior,SWE,Production,21.78,29.54,9.23,1.87,25,36.87
78,Johan,,,SWE,Production,21.76,35.98,16.89,-14.7,10,36.84
79,Robert,Svensson,,SWE,Production,21.71,26.18,5.32,10.23,51,36.75
80,Daniel,Denwood,doubledelta,SWE,Production,21.68,32.14,12.43,-5.15,18,36.71
81,Daniel,Aldén,alden,SWE,Production,21.5,27.78,7.46,5.39,27,36.39
82,Kristian,Söderström,macmyran,SWE,Production,21.48,25.86,5.21,10.24,61,36.37
83,Kenneth,Karlsson,knet,SWE,Production,21.41,29.6,9.72,0.42,35,36.25
84,Erik,NotKnown,scoreman,SWE,Production,21.37,27.73,7.56,5.06,38,36.18
85,Anders,Dahlberg,,SWE,Production,21.34,26.16,5.72,8.99,72,36.13
86,Jens,Syrén,,SWE,Production,21.32,31.68,12.31,-5.25,16,36.09
87,Jens,Lindström Lönn,ulvhedin,SWE,Production,21.31,28.82,8.92,2.06,30,36.08
88,Gustav,Bergenstråle,mtnbeam,SWE,Production,21.31,27.38,7.21,5.74,36,36.08
89,Christoffer,Rath Olsen,,SWE,Production,21.27,28.35,8.41,3.11,27,36.01
90,Mikael,Östling,pergite,SWE,Production,21.17,41.66,24.35,-31.39,4,35.83
91,Jesper,Gustafsson,jgus,SWE,Production,21.13,29.24,9.64,0.33,20,35.77
92,Christian,Wallman,,SWE,Production,21.06,38.54,20.77,-23.77,9,35.65
93,Daniel,Lindström,tresk,SWE,Production,21.0,26.31,6.32,7.37,69,35.55
94,Greger,Kontojoki,,SWE,Production,20.95,26.43,6.52,6.88,34,35.47
95,peter,svedberg,svedde,SWE,Production,20.74,28.65,9.41,0.44,29,35.11
96,Tony,Wendelklint,klintan,SWE,Production,20.72,27.01,7.48,4.57,60,35.07
97,Anders,Björk,,SWE,Production,20.68,26.91,7.41,4.69,34,35.01
98,Timur,Lundholm,,SWE,Production,20.52,28.48,9.46,0.09,24,34.74
99,Michael,Lindström,,SWE,Production,20.48,27.5,8.35,2.46,39,34.67
100,Henrik,Berntsson,punisher,SWE,Production,20.47,29.2,10.37,-1.92,25,34.65
101,Marjan,Angelovski,marang,SWE,Production,20.29,26.3,7.15,4.87,54,34.35
102,Erik,Lindström,orca,SWE,Production,20.1,25.43,6.33,6.44,65,34.03
103,Patrik,Selinder,selinder,SWE,Production,20.06,39.81,23.47,-30.59,9,33.96
104,Peter,Johansson,,SWE,Production,20.04,24.5,5.3,8.59,71,33.92
105,Lars,Kilen,smen,SWE,Production,19.94,26.05,7.26,4.27,44,33.76
106,Andreas,Persson,apersson88,SWE,Production,19.89,30.27,12.34,-6.75,22,33.67
107,Henrik,Kedfors,,SWE,Production,19.86,31.12,13.37,-9.0,20,33.63
108,Faj,Tran,fajsan,SWE,Production,19.85,38.77,22.48,-28.66,7,33.61
109,Mattias,Kneck,,SWE,Production,19.83,27.31,8.88,0.66,27,33.58
110,Luis,Soler,luyazami,SWE,Production,19.81,25.76,7.07,4.56,71,33.54
111,Björn,Mattsson,mattssons,SWE,Production,19.8,25.72,7.03,4.63,31,33.52
112,Mats,Karlsson,yaps,SWE,Production,19.76,28.65,10.56,-3.03,28,33.45
113,Josef,Yousefian,,SWE,Production,19.58,25.69,7.25,3.94,51,33.16
114,Otto,Persson,oper,SWE,Production,19.45,24.87,6.44,5.55,51,32.94
115,Peter,Karlsson,peka,SWE,Production,19.34,27.8,10.06,-2.37,31,32.74
116,Johan,Ström,strom,SWE,Production,19.29,28.34,10.75,-3.91,30,32.66
117,Johan,Werner,,SWE,Production,19.25,26.48,8.58,0.72,32,32.59
118,Fredrik,Eriksson Ax,,SWE,Production,19.08,27.3,9.77,-2.02,27,32.3
119,Joakim,Sand,,SWE,Production,19.04,26.84,9.27,-0.96,36,32.24
120,Håkan,Myrsell,,SWE,Production,18.97,25.16,7.36,3.07,39,32.11
121,Martin,Long,,SWE,Production,18.96,27.45,10.09,-2.82,27,32.1
122,Vinko,Rosic,vince,SWE,Production,18.89,24.75,6.96,3.87,55,31.98
123,Alexander,Perlman,,SWE,Production,18.85,24.55,6.78,4.23,37,31.92
124,Martin,Vestin,ots,SWE,Production,18.78,30.71,14.18,-11.82,17,31.8
125,Edith,Gustavsson,,SWE,Production,18.73,24.39,6.72,4.22,63,31.71
126,Robin,Hellström,blomman,SWE,Production,18.66,28.06,11.18,-5.46,20,31.58
127,Mile,Djoric,balkanboy,SWE,Production,18.63,26.74,9.64,-2.17,26,31.54
128,Lilly,Westberg,,SWE,Production,18.56,27.57,10.7,-4.54,22,31.43
129,Robert,Antonsson,,SWE,Production,18.46,26.87,9.99,-3.11,32,31.25
130,William,Parhammar,thelaw,SWE,Production,18.39,27.0,10.23,-3.68,33,31.14
131,Fredrik,Lindén,,SWE,Production,18.36,32.55,16.86,-18.03,13,31.08
132,Peder,Nilsson,,SWE,Production,18.33,24.93,7.84,1.4,44,31.03
133,Fredrik,Ekstrand,,SWE,Production,18.29,27.67,11.14,-5.76,24,30.96
134,Jonatan,Loman,,SWE,Production,18.26,26.97,10.35,-4.07,23,30.91
135,Joakim,Aronius,jkm,SWE,Production,18.13,29.95,14.04,-12.18,14,30.7
136,Thomas,Idorn,,SWE,Production,18.11,24.92,8.09,0.66,32,30.66
137,Morten,Jörgensen,netromj,SWE,Production,18.09,25.41,8.7,-0.68,30,30.63
138,Anders,P,lanyc,SWE,Production,18.08,25.01,8.23,0.33,41,30.62
139,Christoffer,Thander,,SWE,Production,18.06,26.16,9.63,-2.73,27,30.57
140,Gerry,Dahlgren,kgd52,SWE,Production,18.04,23.34,6.3,4.46,84,30.55
141,Mikael,Olsson,,SWE,Production,18.02,25.07,8.38,-0.07,40,30.5
142,Johan,Hermansson,,SWE,Production,18.02,25.25,8.6,-0.54,29,30.5
143,Tord,Marklund,,SWE,Production,17.99,29.48,13.66,-11.5,21,30.45
144,Mathias,Adolfsson,,SWE,Production,17.96,26.74,10.43,-4.54,20,30.41
145,Mats,Ahlqvist,matti,SWE,Production,17.96,23.8,6.94,2.98,50,30.41
146,Johan,Ilberg,spiff,SWE,Production,17.96,30.03,14.34,-12.99,12,30.4
147,Joel,Svensson,,SWE,Production,17.94,24.7,8.03,0.6,43,30.36
148,Stilianos,Simeonidis,,SWE,Production,17.92,26.75,10.49,-4.72,26,30.35
149,Anders,Steinwall,,SWE,Production,17.89,25.0,8.45,-0.34,38,30.3
150,Morgan,Lindholm,lindholm,SWE,Production,17.85,26.8,10.64,-5.1,29,30.22
151,Hans,Holmqvist,,SWE,Production,17.77,36.21,21.91,-29.52,8,30.09
152,Michael,Bjurshagen,mibj,SWE,Production,17.7,30.69,15.43,-15.6,20,29.97
153,Tina,Oskarsson,xena,SWE,Production,17.67,24.69,8.35,-0.35,46,29.91
154,Peter,Slättersjö,,SWE,Production,17.64,24.59,8.26,-0.19,45,29.86
155,jürgen,raudva,,SWE,Production,17.51,23.05,6.59,3.29,65,29.65
156,Tommy,Krey,,SWE,Production,17.5,24.72,8.58,-1.01,32,29.63
157,Pär,Lundgren,,SWE,Production,17.5,26.84,11.1,-6.46,20,29.62
158,Herr,Larsson,,SWE,Production,17.48,24.91,8.82,-1.56,33,29.59
159,Conny,Valkebäck,ceve,SWE,Production,17.48,25.82,9.91,-3.92,28,29.59
160,Tony,Klintan,klintan,SWE,Production,17.41,25.65,9.8,-3.73,22,29.47
161,Maximillian,Berg Molin,mamo,SWE,Production,17.39,25.12,9.18,-2.41,30,29.45
162,Jonas,Eklund,,SWE,Production,17.31,25.33,9.52,-3.24,21,29.31
163,Teddi,Sörensson,,SWE,Production,17.29,28.34,13.13,-11.05,21,29.27
164,Björn,Forsberg,bigbear,SWE,Production,17.23,26.42,10.93,-6.36,25,29.17
165,Magnus,Olsson,,SWE,Production,17.2,27.04,11.69,-8.04,14,29.12
166,Martin,Engström,,SWE,Production,17.19,24.87,9.13,-2.53,33,29.09
167,Hans,Holmkvist,hasseh,SWE,Production,17.17,30.57,15.92,-17.19,10,29.07
168,Håkan,Pearson,hwk,SWE,Production,17.17,26.71,11.33,-7.3,17,29.07
169,Marcus,Dahl,mackan,SWE,Production,17.12,26.2,10.79,-6.17,29,28.98
170,Magnus,Granath,granath,SWE,Production,17.06,24.8,9.2,-2.8,33,28.87
171,Madelen,Berg,madly,SWE,Production,17.05,23.69,7.89,0.03,60,28.87
172,F,Lindqvist,,SWE,Production,17.04,26.41,11.14,-6.99,22,28.85
173,Kim,Sundling,,SWE,Production,17.0,25.89,10.55,-5.78,22,28.79
174,Maria,Revling,,SWE,Production,16.97,23.02,7.19,1.46,67,28.74
175,Björn,Bekkouche,,SWE,Production,16.97,25.6,10.25,-5.15,29,28.73
176,Adrian,Bäckman,adrianbackman,SWE,Production,16.95,35.56,22.12,-30.79,5,28.69
177,Adam,Lindholm,,SWE,Production,16.92,25.53,10.22,-5.14,27,28.65
178,Kristoffer,Hall,misterpresident,SWE,Production,16.72,25.02,9.87,-4.58,22,28.3
179,Micke,Lindblom,,SWE,Production,16.71,26.71,11.89,-8.95,15,28.29
180,Linus,Claar,,SWE,Production,16.66,25.15,10.09,-5.11,20,28.21
181,Henrik,Bergsten,,SWE,Production,16.63,23.78,8.5,-1.71,30,28.16
182,Per,Nilson,per,SWE,Production,16.61,27.73,13.22,-11.91,16,28.12
183,Andreas,Matson,leatherneck,SWE,Production,16.58,25.1,10.13,-5.28,29,28.07
184,Fredrik,Pettersson,,SWE,Production,16.57,31.39,17.61,-21.45,16,28.05
185,Tobias,Åström,mercs,SWE,Production,16.55,31.18,17.38,-20.97,11,28.02
186,Tomas,Källsen,,SWE,Production,16.55,24.98,10.02,-5.07,27,28.02
187,Hans,Hellenius,,SWE,Production,16.55,26.42,11.73,-8.78,15,28.01
188,Erik,Larsson,eqlazer,SWE,Production,16.51,23.39,8.18,-1.15,47,27.94
189,Emma,Lökholm,,SWE,Production,16.5,23.18,7.94,-0.63,51,27.93
190,Tobias,Ekenstråle,,SWE,Production,16.45,25.36,10.58,-6.38,20,27.85
191,Anna,Utter,,SWE,Production,16.44,25.52,10.79,-6.84,37,27.84
192,Andreas,Hassel,hassel,SWE,Production,16.42,24.36,9.43,-3.93,30,27.81
193,Jon,Andersson,andersson,SWE,Production,16.4,33.2,19.96,-26.69,7,27.76
194,"Magnus ""Kotte""",Granqvist,kotte69,SWE,Production,16.4,23.88,8.9,-2.8,33,27.76
195,Marianne,Hansen,marsch,SWE,Production,16.37,26.53,12.07,-9.67,27,27.72
196,Johan,Friberg,,SWE,Production,16.37,24.36,9.5,-4.12,30,27.72
197,Henrik,Wirén,,SWE,Production,16.29,23.87,9.01,-3.14,27,27.58
198,Daniel,Andersson,,SWE,Production,16.28,24.26,9.49,-4.21,31,27.55
199,Mattias,Boman,,SWE,Production,16.19,26.15,11.83,-9.35,22,27.41
200,Mikael,Larsson,,SWE,Production,16.16,23.48,8.69,-2.6,51,27.36
201,Johannes,Lantz,motorman,SWE,Production,16.1,23.57,8.88,-3.06,27,27.26
202,Andreas,Norberg,,SWE,Production,16.1,25.26,10.88,-7.39,24,27.26
203,Petter,Naef,,SWE,Production,16.1,22.75,7.9,-0.96,34,27.25
204,Christian,Kronbäck,,SWE,Production,16.09,23.75,9.1,-3.54,32,27.24
205,Peter,Eliasson,petereliasson,SWE,Production,16.09,25.87,11.62,-8.98,25,27.24
206,Lars,Rosling,,SWE,Production,16.09,23.8,9.16,-3.69,24,27.24
207,Pelle,Borggren,,SWE,Production,16.06,24.76,10.33,-6.24,28,27.19
208,Mathias,Johansson,,SWE,Production,15.99,23.79,9.27,-4.03,42,27.07
209,Henrik,Smeds,smeden,SWE,Production,15.95,27.18,13.35,-12.85,20,27.0
210,Kristina,Nilsson,,SWE,Production,15.9,22.17,7.45,-0.17,63,26.93
211,Fredrik,L,,SWE,Production,15.89,25.99,11.99,-9.99,14,26.91
212,Eric,Ericsson,,SWE,Production,15.76,23.71,9.44,-4.61,27,26.69
213,Johanna,Andersson,,SWE,Production,15.7,24.43,10.38,-6.71,31,26.57
214,Andreas,Kraling,glock999,SWE,Production,15.67,25.07,11.18,-8.46,17,26.52
215,Martin,Johansson,,SWE,Production,15.66,24.16,10.09,-6.12,31,26.52
216,Fredrik,Johrin,,SWE,Production,15.57,24.61,10.75,-7.63,21,26.35
217,Fredrik,Söderlund,,SWE,Production,15.49,23.03,8.96,-3.85,36,26.22
218,Rickard,Gustafsson,rickswe,SWE,Production,15.48,25.21,11.56,-9.48,23,26.21
219,Per,Forsling,slowfeet,SWE,Production,15.48,27.26,14.0,-14.74,27,26.21
220,Jon,Hagstad,,SWE,Production,15.48,25.22,11.57,-9.5,21,26.2
221,Jonas,Eriksson,,SWE,Production,15.44,23.96,10.12,-6.41,32,26.14
222,Sebastian,Strid,,SWE,Production,15.44,24.17,10.37,-6.95,24,26.14
223,Anders,Bergsten,,SWE,Production,15.42,23.53,9.63,-5.36,34,26.11
224,Jonny,Örje,garlengreen,SWE,Production,15.42,25.67,12.17,-10.85,19,26.11
225,Jimmy,Andersson,,SWE,Production,15.42,24.18,10.42,-7.07,21,26.1
226,Robert,Haegerstam,,SWE,Production,15.37,24.5,10.85,-8.04,23,26.02
227,Simon,Johansson,,SWE,Production,15.36,25.39,11.92,-10.36,16,26.0
228,Bertil,Nilsson,grinchen,SWE,Production,15.34,21.28,7.05,0.13,56,25.98
229,Peter,S,biker66,SWE,Production,15.34,25.32,11.86,-10.26,18,25.96
230,Daniel,Nordström,nordstrom,SWE,Production,15.33,22.89,8.97,-4.03,39,25.96
231,Ulf,Bjelkengren,uffeb,SWE,Production,15.3,24.33,10.73,-7.85,23,25.9
232,Johan,Lindquist,nahoj,SWE,Production,15.26,23.26,9.5,-5.24,39,25.84
233,Christoffer,Wingårdh,,SWE,Production,15.22,23.47,9.8,-5.93,29,25.77
234,Jörgen,Sandberg,jojje74,SWE,Production,15.21,25.46,12.18,-11.07,25,25.75
235,Adam,Goding,adampadam,SWE,Production,15.21,24.08,10.54,-7.54,39,25.75
236,Lowe,Östman,,SWE,Production,15.2,24.6,11.17,-8.9,18,25.74
237,Ola,Åberg,,SWE,Production,15.19,25.0,11.65,-9.94,30,25.72
238,Frederic,Nilsson,,SWE,Production,15.19,24.49,11.05,-8.67,35,25.72
239,Mikael,Andersson,mickemuz,SWE,Production,15.11,24.52,11.18,-9.03,19,25.58
240,Per,Dalén,pdn,SWE,Production,15.06,24.12,10.77,-8.18,32,25.49
241,Alexander,Stankovic,sasa,SWE,Production,15.01,28.13,15.58,-18.61,19,25.42
242,Ole,Victor,oahv,SWE,Production,14.94,21.44,7.72,-1.71,44,25.3
243,David,Andersson,,SWE,Production,14.92,26.02,13.18,-13.53,19,25.27
244,Johan,Mattsvåg,jorma,SWE,Production,14.9,26.04,13.23,-13.64,14,25.23
245,Henry,Joona,,SWE,Production,14.87,24.01,10.86,-8.57,27,25.18
246,Henrik,Andersson,,SWE,Production,14.83,24.86,11.92,-10.89,25,25.11
247,Cecilia,Eronen,ceer,SWE,Production,14.81,23.76,10.64,-8.15,32,25.07
248,Magnus,Edström,mange,SWE,Production,14.73,24.19,11.25,-9.54,25,24.93
249,Reine,Oxfält,,SWE,Production,14.73,24.64,11.78,-10.7,31,24.93
250,Torbjörn,Gebrat,elperegrino,SWE,Production,14.73,24.46,11.56,-10.23,36,24.93
251,Martin,Hollertz,,SWE,Production,14.72,21.95,8.6,-3.84,42,24.91
252,Lasse,Eklund,theking,SWE,Production,14.65,32.16,20.8,-30.25,8,24.8
253,Dorothea,Denwood,dorothea,SWE,Production,14.62,22.89,9.83,-6.59,32,24.75
254,Jon,Johansson,ninpo,SWE,Production,14.55,26.4,14.08,-15.84,17,24.64
255,Mikael,K,,SWE,Production,14.48,23.17,10.32,-7.79,26,24.52
256,Sofia,Dohmen,sofia,SWE,Production,14.48,22.76,9.83,-6.74,45,24.52
257,Peder,Lundkvist,pioneer,SWE,Production,14.46,27.39,15.37,-18.7,17,24.48
258,Christer,karlsson,nsslt,SWE,Production,14.4,24.43,11.92,-11.32,21,24.37
259,Jonas,Hansson,,SWE,Production,14.38,23.94,11.36,-10.14,22,24.35
260,Orjan,Magnusson,saccinappi,SWE,Production,14.38,22.17,9.26,-5.6,30,24.35
261,Damir,Ahmetovic,damaxir,SWE,Production,14.37,23.98,11.42,-10.27,19,24.33
262,Fredrik,Poller,poller,SWE,Production,14.36,33.14,22.31,-33.81,5,24.3
263,Robert,Björk,robbocop,SWE,Production,14.35,23.67,11.07,-9.56,40,24.29
264,Björn,Larsson,,SWE,Production,14.34,25.5,13.25,-14.27,25,24.28
265,Anders,Johansson,,SWE,Production,14.32,24.57,12.18,-11.97,26,24.24
266,Peter,Lindberg,,SWE,Production,14.31,22.52,9.75,-6.73,34,24.23
267,Johan,Dahl,afdahl,SWE,Production,14.3,22.23,9.42,-6.04,47,24.21
268,Fredrik,Ohlén,,SWE,Production,14.27,26.69,14.76,-17.6,26,24.16
269,Mikael,Segerholm,,SWE,Production,14.23,24.39,12.07,-11.83,20,24.09
270,Mikael,Anhanger,,SWE,Production,14.23,27.24,15.47,-19.16,19,24.09
271,Filip,Mårtensson,,SWE,Production,14.23,22.11,9.37,-5.99,40,24.08
272,Nicklas,Olausson,nickeviking,SWE,Production,14.22,32.74,22.01,-33.3,6,24.07
273,Martin,Eriksson,,SWE,Production,14.21,22.87,10.29,-8.0,26,24.06
274,Peter,Andersson,,SWE,Production,14.18,24.01,11.68,-11.03,29,24.0
275,Adam,Forsell,valdamir,SWE,Production,14.18,24.44,12.2,-12.15,21,24.0
276,Martin,Hemström,martin,SWE,Production,14.16,23.25,10.79,-9.13,23,23.98
277,Daniel,Decewicz,,SWE,Production,14.16,25.46,13.43,-14.83,15,23.96
278,Niklas,Lepistö,pelkzor,SWE,Production,14.14,24.62,12.45,-12.74,24,23.93
279,Carl-Martin,Larsson,,SWE,Production,14.13,24.0,11.73,-11.2,20,23.92
280,Mikko,Laukkanen,selector,SWE,Production,14.09,25.77,13.87,-15.85,14,23.86
281,Morgan,Andersson,,SWE,Production,14.09,24.46,12.32,-12.5,18,23.86
282,Johan,Albenius,,SWE,Production,14.05,23.78,11.57,-10.93,21,23.78
283,Tommy,Hjelm,thrader,SWE,Production,14.01,30.1,19.11,-27.23,6,23.72
284,Niclas,Fröhberg,kbv07,SWE,Production,14.0,23.45,11.23,-10.23,38,23.7
285,Erik,von Konow,konow,SWE,Production,13.99,24.11,12.02,-11.94,25,23.69
286,Marc,Glenros,,SWE,Production,13.96,23.02,10.75,-9.25,26,23.64
287,Thomas,Persson,,SWE,Production,13.93,23.51,11.39,-10.66,32,23.58
288,Magnus,Gillevi,,SWE,Production,13.92,23.76,11.69,-11.31,24,23.57
289,Ulf,Larsson,gaisakefeskeboxa,SWE,Production,13.9,24.59,12.71,-13.54,26,23.52
290,Andreas,Bagoly,baggen,SWE,Production,13.88,23.84,11.82,-11.64,31,23.51
291,Alexandra,Shamloo,,SWE,Production,13.81,24.51,12.7,-13.6,17,23.39
292,Thomas,Stenmark,,SWE,Production,13.79,24.02,12.16,-12.45,27,23.35
293,Daniel,Möller,,SWE,Production,13.75,23.82,11.96,-12.07,18,23.28
294,Kristoffer,Ellerås,ellerask,SWE,Production,13.74,24.13,12.35,-12.91,19,23.25
295,anders,zetterdahl,zta,SWE,Production,13.69,23.48,11.63,-11.41,32,23.18
296,Fredrik,Degerfeldt,degen,SWE,Production,13.67,25.55,14.13,-16.82,17,23.14
297,Mathias,Wattenström,mawa,SWE,Production,13.66,24.26,12.6,-13.54,18,23.12
298,Oscar,Brännudd,obra,SWE,Production,13.63,22.73,10.81,-9.71,26,23.07
299,Isak,Martinsson,isak,SWE,Production,13.63,24.82,13.3,-15.07,15,23.07
300,Tomas,Hermander,glock4u,SWE,Production,13.61,25.91,14.61,-17.92,21,23.05
301,Gustav,Röken,roken,SWE,Production,13.6,24.95,13.49,-15.53,18,23.02
302,Kristofer,Andersson,,SWE,Production,13.59,24.8,13.32,-15.16,13,23.0
303,Thomas,Bergefall,,SWE,Production,13.58,24.34,12.78,-14.01,25,23.0
304,Kim,Nordström,nordstrom85,SWE,Production,13.51,23.88,12.32,-13.08,18,22.87
305,Henrik,H,houke,SWE,Production,13.48,23.68,12.12,-12.67,17,22.83
306,Simon,Westerlund,,SWE,Production,13.47,26.17,15.09,-19.09,10,22.81
307,Johan,Olsson,,SWE,Production,13.44,23.82,12.34,-13.21,28,22.75
308,Johan,Åström,a5trom,SWE,Production,13.42,34.99,25.63,-41.89,8,22.73
309,Magnus,Forssman,ilawong,SWE,Production,13.42,23.96,12.52,-13.6,23,22.72
310,Daniel,Lindqvist,,SWE,Production,13.42,24.85,13.57,-15.88,17,22.72
311,Kai,Koskinen,,SWE,Production,13.4,24.19,12.81,-14.25,27,22.69
312,Robert,Sundahl,,SWE,Production,13.4,22.68,11.02,-10.39,27,22.69
313,Daniel,Müller,kalleanka,SWE,Production,13.37,23.09,11.55,-11.54,22,22.64
